Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,26.780000686645508,27.190000534057617,26.110000610351562,26.18000030517578,25.8113956451416,9691500
2022-01-03,26.850000381469727,28.520000457763672,26.639999389648438,27.3799991607666,26.994497299194336,17680000
2022-01-04,27.3799991607666,28.25,27.3799991607666,28.09000015258789,27.694503784179688,10561700
2022-01-05,28.09000015258789,28.31999969482422,26.40999984741211,26.440000534057617,26.06773567199707,12003100
2022-01-06,26.670000076293945,27.049999237060547,25.59000015258789,26.739999771118164,26.363510131835938,11128800
2022-01-07,26.540000915527344,26.940000534057617,25.989999771118164,26.360000610351562,25.988861083984375,10372500
2022-01-10,26.270000457763672,26.31999969482422,24.6200008392334,25.559999465942383,25.200122833251953,12359900
2022-01-11,25.649999618530273,26.90999984741211,25.479999542236328,26.729999542236328,26.35365104675293,10095500
2022-01-12,27.0,27.3700008392334,26.079999923706055,26.6200008392334,26.245201110839844,8197000
2022-01-13,26.850000381469727,27.799999237060547,26.65999984741211,26.84000015258789,26.46210289001465,8949600
2022-01-14,26.43000030517578,26.579999923706055,25.43000030517578,26.049999237060547,25.683223724365234,12121600
2022-01-18,25.799999237060547,26.0,25.209999084472656,25.219999313354492,24.864910125732422,13057400
2022-01-19,25.239999771118164,25.989999771118164,25.079999923706055,25.270000457763672,24.914207458496094,11610800
2022-01-20,25.31999969482422,25.770000457763672,23.760000228881836,23.829999923706055,23.494482040405273,10825400
2022-01-21,23.68000030517578,23.809999465942383,22.56999969482422,22.940000534057617,22.617013931274414,14799100
2022-01-24,24.610000610351562,27.209999084472656,23.809999465942383,27.06999969482422,26.68886375427246,41986800
2022-01-25,26.420000076293945,27.93000030517578,26.34000015258789,26.850000381469727,26.471961975097656,20927100
2022-01-26,27.239999771118164,27.479999542236328,25.8700008392334,26.010000228881836,25.643787384033203,13498200
2022-01-27,26.280000686645508,27.200000762939453,25.479999542236328,25.670000076293945,25.308576583862305,12647900
2022-01-28,25.670000076293945,25.739999771118164,24.610000610351562,25.440000534057617,25.081815719604492,10117600
2022-01-31,25.25,25.670000076293945,24.84000015258789,25.600000381469727,25.239561080932617,10024800
2022-02-01,25.889999389648438,26.479999542236328,25.3700008392334,26.200000762939453,25.83111572265625,7647700
2022-02-02,26.200000762939453,26.260000228881836,24.68000030517578,25.290000915527344,24.933927536010742,11142500
2022-02-03,25.049999237060547,25.959999084472656,24.93000030517578,25.06999969482422,24.717023849487305,9205700
2022-02-04,25.1299991607666,25.6200008392334,24.700000762939453,25.34000015258789,24.98322296142578,9513200
2022-02-07,25.399999618530273,25.950000762939453,25.079999923706055,25.579999923706055,25.2198429107666,8475600
2022-02-08,25.950000762939453,26.979999542236328,25.610000610351562,26.34000015258789,25.96914291381836,10246600
2022-02-09,26.559999465942383,27.229999542236328,26.299999237060547,27.100000381469727,26.718441009521484,9346800
2022-02-10,26.889999389648438,27.670000076293945,26.3700008392334,26.59000015258789,26.215621948242188,9026400
2022-02-11,26.530000686645508,26.700000762939453,25.31999969482422,25.459999084472656,25.101531982421875,8873000
2022-02-14,25.510000228881836,25.600000381469727,24.299999237060547,24.479999542236328,24.135330200195312,9856500
2022-02-15,24.729999542236328,25.479999542236328,24.729999542236328,25.43000030517578,25.071956634521484,8031500
2022-02-16,26.579999923706055,26.940000534057617,25.399999618530273,26.110000610351562,25.742382049560547,21856800
2022-02-17,25.780000686645508,26.5,25.010000228881836,25.200000762939453,24.84519386291504,12777600
2022-02-18,25.110000610351562,26.510000228881836,25.030000686645508,25.700000762939453,25.33815574645996,21806200
2022-02-22,26.40999984741211,28.209999084472656,24.18000030517578,24.420000076293945,24.076173782348633,52036300
2022-02-23,24.1299991607666,24.299999237060547,22.950000762939453,23.139999389648438,22.81419563293457,21722700
2022-02-24,22.760000228881836,25.290000915527344,22.43000030517578,25.149999618530273,24.795896530151367,20813400
2022-02-25,25.149999618530273,26.40999984741211,25.079999923706055,26.360000610351562,25.988861083984375,15612700
2022-02-28,25.950000762939453,26.200000762939453,25.229999542236328,25.920000076293945,25.555055618286133,12767600
2022-03-01,25.989999771118164,26.389999389648438,24.31999969482422,24.530000686645508,24.184627532958984,11135400
2022-03-02,24.780000686645508,26.43000030517578,24.559999465942383,26.190000534057617,25.82125473022461,12835800
2022-03-03,26.15999984741211,26.219999313354492,25.219999313354492,26.030000686645508,25.66350746154785,10495700
2022-03-04,25.6200008392334,25.739999771118164,24.399999618530273,24.799999237060547,24.450824737548828,12026200
2022-03-07,24.670000076293945,24.790000915527344,21.399999618530273,21.420000076293945,21.11841583251953,22486300
2022-03-08,21.639999389648438,23.959999084472656,21.510000228881836,23.15999984741211,22.83391571044922,15249300
