Date,Open,High,Low,Close,Adj Close,Volume
2021-12-31,75.6500015258789,76.33000183105469,75.37999725341797,75.91999816894531,74.88871765136719,3193200
2022-01-03,75.83000183105469,76.58999633789062,75.48999786376953,75.55000305175781,74.52375030517578,4814900
2022-01-04,75.70999908447266,77.3499984741211,75.70999908447266,76.72000122070312,75.6778564453125,5905700
2022-01-05,76.97000122070312,77.33000183105469,75.08999633789062,75.13999938964844,74.11931610107422,5101900
2022-01-06,75.55999755859375,75.98999786376953,74.73999786376953,75.47000122070312,74.44483947753906,4059900
2022-01-07,74.93000030517578,75.41999816894531,74.19000244140625,74.37999725341797,73.36963653564453,5497700
2022-01-10,73.62999725341797,73.86000061035156,70.12000274658203,72.48999786376953,71.50531005859375,7964500
2022-01-11,72.48999786376953,74.63999938964844,72.08000183105469,74.20999908447266,73.20194244384766,5682300
2022-01-12,74.41000366210938,75.41999816894531,73.22000122070312,73.41000366210938,72.4128189086914,5654100
2022-01-13,74.05000305175781,74.13999938964844,72.36000061035156,72.61000061035156,71.62368774414062,6149400
2022-01-14,71.83000183105469,71.97000122070312,70.27999877929688,71.18000030517578,70.21310424804688,6631100
2022-01-18,70.23999786376953,70.66999816894531,68.76000213623047,68.91000366210938,67.97394561767578,9601600
2022-01-19,69.3499984741211,70.33999633789062,68.44000244140625,68.51000213623047,67.57938385009766,6621100
2022-01-20,68.68000030517578,69.56999969482422,67.26000213623047,67.33000183105469,66.4154052734375,6669000
2022-01-21,67.06999969482422,68.72000122070312,66.58999633789062,67.45999908447266,66.54363250732422,8652900
2022-01-24,66.45999908447266,69.13999938964844,65.8499984741211,69.05999755859375,68.12190246582031,10903800
2022-01-25,68.0,69.27999877929688,66.87999725341797,68.68000030517578,67.7470703125,8265700
2022-01-26,69.20999908447266,70.95999908447266,68.37000274658203,69.0999984741211,68.16136169433594,7358200
2022-01-27,70.43000030517578,71.27999877929688,69.25,69.62000274658203,68.67430114746094,6184700
2022-01-28,69.5199966430664,71.4000015258789,68.63999938964844,71.37999725341797,70.41039276123047,7180600
2022-01-31,71.08000183105469,72.0999984741211,70.80000305175781,71.97000122070312,70.99237823486328,4543000
2022-02-01,72.19000244140625,72.94000244140625,71.77999877929688,72.80000305175781,71.81111145019531,4461700
2022-02-02,72.70999908447266,73.13999938964844,71.37000274658203,72.02999877929688,71.05155944824219,5400500
2022-02-03,71.5,71.83000183105469,69.66000366210938,69.80999755859375,68.86170959472656,5802300
2022-02-04,69.26000213623047,69.77999877929688,68.16999816894531,69.18000030517578,68.24027252197266,4991100
2022-02-07,69.58999633789062,70.11000061035156,68.58999633789062,69.3499984741211,68.40796661376953,4750800
2022-02-08,69.30999755859375,70.72000122070312,68.9800033569336,70.44000244140625,69.48316192626953,4464500
2022-02-09,71.0,72.11000061035156,70.86000061035156,71.47000122070312,70.7603530883789,4041800
2022-02-10,70.12999725341797,71.72000122070312,70.04000091552734,70.63999938964844,69.93859100341797,3856000
2022-02-11,70.44999694824219,70.69000244140625,68.48999786376953,68.69999694824219,68.01785278320312,4807400
2022-02-14,68.79000091552734,69.01000213623047,67.5999984741211,67.98999786376953,67.31490325927734,6472000
